sample,total_count,population,count,percentage
sample06757,98703,cd4_t_cell,30477,30.87748093
sample06757,98703,cd8_t_cell,24967,25.29507715
sample06757,98703,monocyte,15805,16.01268452
sample06757,98703,nk_cell,14045,14.22955736
sample06758,100138,b_cell,8829,8.81683277
sample06758,100138,cd4_t_cell,31266,31.22291238
sample06758,100138,cd8_t_cell,26821,26.78403803
sample06758,100138,monocyte,14429,14.40911542
sample06758,100138,nk_cell,18793,18.76710140
sample06759,106858,b_cell,13501,12.63452432
sample06759,106858,cd4_t_cell,27404,25.64524883
sample06759,106858,cd8_t_cell,19989,18.70613337
sample06759,106858,monocyte,22698,21.24127347
sample06759,106858,nk_cell,23266,21.77282000
sample06760,91857,b_cell,9098,9.90452551
sample06760,91857,cd4_t_cell,17618,19.17981210
sample06760,91857,cd8_t_cell,30912,33.65230739
sample06760,91857,monocyte,18659,20.31309535
sample06760,91857,nk_cell,15570,16.95025964
sample06761,92796,b_cell,8498,9.15772232
sample06761,92796,cd4_t_cell,24636,26.54855813
sample06761,92796,cd8_t_cell,11083,11.94340273
sample06761,92796,monocyte,28072,30.25130394
sample06761,92796,nk_cell,20507,22.09901289
sample06762,102937,b_cell,6952,6.75364543
sample06762,102937,cd4_t_cell,33838,32.87253369
sample06762,102937,cd8_t_cell,24339,23.64455929
sample06762,102937,monocyte,17766,17.25910023
sample06762,102937,nk_cell,20042,19.47016136
sample06763,106580,b_cell,8758,8.21730156
sample06763,106580,cd4_t_cell,34002,31.90279602
sample06763,106580,cd8_t_cell,23572,22.11671983
sample06763,106580,monocyte,27588,25.88478138
sample06763,106580,nk_cell,12660,11.87840120
sample06764,89501,b_cell,8978,10.03117284
sample06764,89501,cd4_t_cell,22138,24.73491916
sample06764,89501,cd8_t_cell,20006,22.35282287
sample06764,89501,monocyte,15504,17.32271148
sample06764,89501,nk_cell,22875,25.55837365
sample06765,101212,b_cell,13632,13.46875865
sample06765,101212,cd4_t_cell,39256,38.78591471
sample06765,101212,cd8_t_cell,20912,20.66158163
sample06765,101212,monocyte,16723,16.52274434
sample06765,101212,nk_cell,10689,10.56100067
sample06766,109530,b_cell,13229,12.07796951
sample06766,109530,cd4_t_cell,34905,31.86798137
sample06766,109530,cd8_t_cell,30310,27.67278371
sample06766,109530,monocyte,16737,15.28074500
sample06766,109530,nk_cell,14349,13.10052041
sample06767,103859,b_cell,10304,9.92114309
sample06767,103859,cd4_t_cell,26231,25.25635718
sample06767,103859,cd8_t_cell,32706,31.49077114
sample06767,103859,monocyte,19547,18.82070885
sample06767,103859,nk_cell,15071,14.51101975
sample06768,100519,b_cell,12765,12.69909171
sample06768,100519,cd4_t_cell,26529,26.39202539
sample06768,100519,cd8_t_cell,22786,22.66835126
sample06768,100519,monocyte,17241,17.15198122
sample06768,100519,nk_cell,21198,21.08855042
sample06769,100579,b_cell,8859,8.80800167
sample06769,100579,cd4_t_cell,26988,26.83263902
sample06769,100579,cd8_t_cell,27799,27.63897036
sample06769,100579,monocyte,23176,23.04258344
sample06769,100579,nk_cell,13757,13.67780551
sample06770,96441,b_cell,8062,8.35951514
sample06770,96441,cd4_t_cell,28717,29.77675470
sample06770,96441,cd8_t_cell,29567,30.65812258
sample06770,96441,monocyte,17629,18.27956989
sample06770,96441,nk_cell,12466,12.92603768
sample06771,107821,b_cell,15471,14.34878178
sample06771,107821,cd4_t_cell,30303,28.10491463
sample06771,107821,cd8_t_cell,25203,23.37485277
sample06771,107821,monocyte,19182,17.79059738
sample06771,107821,nk_cell,17662,16.38085345
sample06772,107821,b_cell,8514,7.89642092
sample06772,107821,cd4_t_cell,30148,27.96115784
sample06772,107821,cd8_t_cell,26002,24.11589579
sample06772,107821,monocyte,24966,23.15504401
sample06772,107821,nk_cell,18191,16.87148144
sample06773,106619,b_cell,14057,13.18432925
sample06773,106619,cd4_t_cell,31930,29.94775790
sample06773,106619,cd8_t_cell,21239,19.92046446
sample06773,106619,monocyte,18639,17.48187471
sample06773,106619,nk_cell,20754,19.46557368
sample06774,95934,b_cell,12361,12.88490004
sample06774,95934,cd4_t_cell,19245,20.06066671
sample06774,95934,cd8_t_cell,27621,28.79166927
sample06774,95934,monocyte,20106,20.95815873
sample06774,95934,nk_cell,16601,17.30460525
sample06775,100698,b_cell,8184,8.12727164
sample06775,100698,cd4_t_cell,27815,27.62219706
sample06775,100698,cd8_t_cell,25457,25.28054182
sample06775,100698,monocyte,22766,22.60819480
sample06775,100698,nk_cell,16476,16.36179467
sample06776,108191,b_cell,9875,9.12737658
sample06776,108191,cd4_t_cell,34433,31.82612232
sample06776,108191,cd8_t_cell,25277,23.36331118
sample06776,108191,monocyte,19147,17.69740551
sample06776,108191,nk_cell,19459,17.98578440
sample06777,90274,b_cell,11157,12.35904026
sample06777,90274,cd4_t_cell,24292,26.90918758
sample06777,90274,cd8_t_cell,22718,25.16560693
sample06777,90274,monocyte,20302,22.48931032
sample06777,90274,nk_cell,11805,13.07685491
sample06778,92671,b_cell,5583,6.02453842
sample06778,92671,cd4_t_cell,30057,32.43409481
sample06778,92671,cd8_t_cell,23377,25.22579879
sample06778,92671,monocyte,22388,24.15858251
sample06778,92671,nk_cell,11266,12.15698546
sample06779,90212,b_cell,12488,13.84294772
sample06779,90212,cd4_t_cell,27370,30.33964439
sample06779,90212,cd8_t_cell,23144,25.65512349
sample06779,90212,monocyte,16041,17.78144814
sample06779,90212,nk_cell,11169,12.38083625
sample06780,96498,b_cell,11544,11.96294224
sample06780,96498,cd4_t_cell,26028,26.97257974
sample06780,96498,cd8_t_cell,22898,23.72898920
sample06780,96498,monocyte,19236,19.93409190
sample06780,96498,nk_cell,16792,17.40139692
sample06781,91781,b_cell,5853,6.37713688
sample06781,91781,cd4_t_cell,36362,39.61822164
sample06781,91781,cd8_t_cell,22155,24.13898301
sample06781,91781,monocyte,15549,16.94141489
sample06781,91781,nk_cell,11862,12.92424358
sample06782,91651,b_cell,4133,4.50949799
sample06782,91651,cd4_t_cell,31835,34.73502744
sample06782,91651,cd8_t_cell,20983,22.89445833
sample06782,91651,monocyte,25002,27.27957142
sample06782,91651,nk_cell,9698,10.58144483
sample06783,110956,b_cell,6159,5.55084899
sample06783,110956,cd4_t_cell,36255,32.67511446
sample06783,110956,cd8_t_cell,34217,30.83835034
sample06783,110956,monocyte,22435,20.21972674
sample06783,110956,nk_cell,11890,10.71595948
sample06784,109490,b_cell,7993,7.30021006
sample06784,109490,cd4_t_cell,36399,33.24413188
sample06784,109490,cd8_t_cell,25476,23.26787835
sample06784,109490,monocyte,24539,22.41209243
sample06784,109490,nk_cell,15083,13.77568728
sample06785,109936,b_cell,5856,5.32673556
sample06785,109936,cd4_t_cell,36512,33.21205065
sample06785,109936,cd8_t_cell,25851,23.51459031
sample06785,109936,monocyte,25574,23.26262553
sample06785,109936,nk_cell,16143,14.68399796
sample06786,97158,b_cell,16539,17.02278762
sample06786,97158,cd4_t_cell,27871,28.68626361
sample06786,97158,cd8_t_cell,22913,23.58323555
sample06786,97158,monocyte,14899,15.33481546
sample06786,97158,nk_cell,14936,15.37289775
sample06787,107242,b_cell,12287,11.45726488
sample06787,107242,cd4_t_cell,32800,30.58503198
sample06787,107242,cd8_t_cell,27995,26.10451129
sample06787,107242,monocyte,17680,16.48607822
sample06787,107242,nk_cell,16480,15.36711363
sample06788,107487,b_cell,11081,10.30915367
sample06788,107487,cd4_t_cell,25946,24.13873306
sample06788,107487,cd8_t_cell,29236,27.19956832
sample06788,107487,monocyte,26349,24.51366212
sample06788,107487,nk_cell,14875,13.83888284
sample06789,93214,b_cell,6096,6.53979016
sample06789,93214,cd4_t_cell,22180,23.79470895
sample06789,93214,cd8_t_cell,22282,23.90413457
sample06789,93214,monocyte,24229,25.99287661
sample06789,93214,nk_cell,18427,19.76848971
sample06790,104136,b_cell,9846,9.45494354
sample06790,104136,cd4_t_cell,26370,25.32265499
sample06790,104136,cd8_t_cell,32643,31.34650841
sample06790,104136,monocyte,18274,17.54820619
sample06790,104136,nk_cell,17003,16.32768687
sample06791,89351,b_cell,7639,8.54942866
sample06791,89351,cd4_t_cell,24326,27.22521292
sample06791,89351,cd8_t_cell,27060,30.28505557
sample06791,89351,monocyte,18442,20.63994807
sample06791,89351,nk_cell,11884,13.30035478
sample06792,98157,b_cell,12787,13.02708925
sample06792,98157,cd4_t_cell,27531,28.04792323
sample06792,98157,cd8_t_cell,24477,24.93658119
sample06792,98157,monocyte,23680,24.12461669
sample06792,98157,nk_cell,9682,9.86378964
sample06793,109355,b_cell,14361,13.13245851
sample06793,109355,cd4_t_cell,39849,36.44003475
sample06793,109355,cd8_t_cell,20330,18.59082804
sample06793,109355,monocyte,22927,20.96566229
sample06793,109355,nk_cell,11888,10.87101641
sample06794,96461,b_cell,11396,11.81410104
sample06794,96461,cd4_t_cell,33946,35.19142451
sample06794,96461,cd8_t_cell,25333,26.26242730
sample06794,96461,monocyte,15311,15.87273613
sample06794,96461,nk_cell,10475,10.85931102
sample06795,101065,b_cell,8359,8.27091476
sample06795,101065,cd4_t_cell,31290,30.96027309
sample06795,101065,cd8_t_cell,28240,27.94241330
sample06795,101065,monocyte,20822,20.60258250
sample06795,101065,nk_cell,12354,12.22381636
sample06796,94015,b_cell,8431,8.96771792
sample06796,94015,cd4_t_cell,31421,33.42126256
sample06796,94015,cd8_t_cell,20176,21.46040525
sample06796,94015,monocyte,19242,20.46694676
sample06796,94015,nk_cell,14745,15.68366750
sample06797,91545,b_cell,7622,8.32595991
sample06797,91545,cd4_t_cell,25664,28.03430007
sample06797,91545,cd8_t_cell,18991,20.74498880
sample06797,91545,monocyte,20881,22.80954722
sample06797,91545,nk_cell,18387,20.08520400
sample06798,97226,b_cell,8819,9.07061897
sample06798,97226,cd4_t_cell,31286,32.17863534
sample06798,97226,cd8_t_cell,24573,25.27410363
sample06798,97226,monocyte,19158,19.70460576
sample06798,97226,nk_cell,13390,13.77203629
sample06799,105579,b_cell,7591,7.18987677
sample06799,105579,cd4_t_cell,40885,38.72455697
sample06799,105579,cd8_t_cell,26684,25.27396547
sample06799,105579,monocyte,19079,18.07082848
sample06799,105579,nk_cell,11340,10.74077231
sample06800,102755,b_cell,3930,3.82463140
sample06800,102755,cd4_t_cell,36005,35.03965744
sample06800,102755,cd8_t_cell,17395,16.92861661
sample06800,102755,monocyte,27965,27.21522067
sample06800,102755,nk_cell,17460,16.99187387
sample06801,92251,b_cell,7714,8.36196898
sample06801,92251,cd4_t_cell,26132,28.32706421
sample06801,92251,cd8_t_cell,27947,30.29452255
sample06801,92251,monocyte,16737,18.14289276
sample06801,92251,nk_cell,13721,14.87355151
sample06802,105778,b_cell,12605,11.91646656
sample06802,105778,cd4_t_cell,29043,27.45655997
sample06802,105778,cd8_t_cell,24367,23.03598102
sample06802,105778,monocyte,28088,26.55372573
sample06802,105778,nk_cell,11675,11.03726673
sample06803,107790,b_cell,8930,8.28462752
sample06803,107790,cd4_t_cell,40070,37.17413489
sample06803,107790,cd8_t_cell,21304,19.76435662
sample06803,107790,monocyte,21907,20.32377772
sample06803,107790,nk_cell,15579,14.45310326
sample06804,100133,b_cell,6550,6.54130007
sample06804,100133,cd4_t_cell,34279,34.23346949
sample06804,100133,cd8_t_cell,26169,26.13424146
sample06804,100133,monocyte,18584,18.55931611
sample06804,100133,nk_cell,14551,14.53167288
sample06805,91725,b_cell,7688,8.38157536
sample06805,91725,cd4_t_cell,28092,30.62632870
sample06805,91725,cd8_t_cell,26121,28.47751431
sample06805,91725,monocyte,16540,18.03216135
sample06805,91725,nk_cell,13284,14.48242028
sample06806,93036,b_cell,12525,13.46253063
sample06806,93036,cd4_t_cell,35026,37.64779225
sample06806,93036,cd8_t_cell,21335,22.93198332
sample06806,93036,monocyte,11986,12.88318500
sample06806,93036,nk_cell,12164,13.07450879
sample06807,90367,b_cell,13135,14.53517324
sample06807,90367,cd4_t_cell,20304,22.46837894
sample06807,90367,cd8_t_cell,26407,29.22195049
sample06807,90367,monocyte,20302,22.46616575
sample06807,90367,nk_cell,10219,11.30833158
sample06808,101894,b_cell,13824,13.56704026
sample06808,101894,cd4_t_cell,26582,26.08789526
sample06808,101894,cd8_t_cell,25084,24.61774000
sample06808,101894,monocyte,19736,19.36914833
sample06808,101894,nk_cell,16668,16.35817614
sample06809,103331,b_cell,10465,10.12764804
sample06809,103331,cd4_t_cell,26548,25.69219305
sample06809,103331,cd8_t_cell,29371,28.42419022
sample06809,103331,monocyte,21886,21.18047827
sample06809,103331,nk_cell,15061,14.57549041
sample06810,97448,b_cell,9519,9.76828668
sample06810,97448,cd4_t_cell,32614,33.46810607
sample06810,97448,cd8_t_cell,23250,23.85887858
sample06810,97448,monocyte,15017,15.41027009
sample06810,97448,nk_cell,17048,17.49445858
sample06811,101040,b_cell,8283,8.19774347
sample06811,101040,cd4_t_cell,28512,28.21852732
sample06811,101040,cd8_t_cell,24690,24.43586698
sample06811,101040,monocyte,22214,21.98535234
sample06811,101040,nk_cell,17341,17.16250990
sample06812,105774,b_cell,8795,8.31489780
sample06812,105774,cd4_t_cell,25487,24.09571350
sample06812,105774,cd8_t_cell,34393,32.51555203
sample06812,105774,monocyte,22682,21.44383308
sample06812,105774,nk_cell,14417,13.63000359
sample06813,94061,b_cell,9124,9.70008824
sample06813,94061,cd4_t_cell,26502,28.17533303
sample06813,94061,cd8_t_cell,22914,24.36078715
sample06813,94061,monocyte,20005,21.26811325
sample06813,94061,nk_cell,15516,16.49567834
sample06814,92212,b_cell,8738,9.47599011
sample06814,92212,cd4_t_cell,22157,24.02832603
sample06814,92212,cd8_t_cell,25225,27.35544181
sample06814,92212,monocyte,23167,25.12362816
sample06814,92212,nk_cell,12925,14.01661389
sample06815,93872,b_cell,10052,10.70819840
sample06815,93872,cd4_t_cell,31804,33.88017726
sample06815,93872,cd8_t_cell,22656,24.13499233
sample06815,93872,monocyte,12835,13.67287370
sample06815,93872,nk_cell,16525,17.60375831
sample06816,100945,b_cell,7291,7.22274506
sample06816,100945,cd4_t_cell,25433,25.19490812
sample06816,100945,cd8_t_cell,28549,28.28173758
sample06816,100945,monocyte,19539,19.35608500
sample06816,100945,nk_cell,20133,19.94452425
sample06817,111040,b_cell,11417,10.28188040
sample06817,111040,cd4_t_cell,39479,35.55385447
sample06817,111040,cd8_t_cell,27365,24.64427233
sample06817,111040,monocyte,18541,16.69758646
sample06817,111040,nk_cell,14238,12.82240634
sample06818,111071,b_cell,7714,6.94510718
sample06818,111071,cd4_t_cell,38670,34.81556842
sample06818,111071,cd8_t_cell,23931,21.54567799
sample06818,111071,monocyte,22332,20.10605829
sample06818,111071,nk_cell,18424,16.58758812
sample06819,98879,b_cell,6226,6.29658471
sample06819,98879,cd4_t_cell,39023,39.46540721
sample06819,98879,cd8_t_cell,27154,27.46184731
sample06819,98879,monocyte,18887,19.10112360
sample06819,98879,nk_cell,7589,7.67503717
sample06820,105122,b_cell,8664,8.24185232
sample06820,105122,cd4_t_cell,34264,32.59450924
sample06820,105122,cd8_t_cell,29885,28.42887312
sample06820,105122,monocyte,24377,23.18924678
sample06820,105122,nk_cell,7932,7.54551854
sample06821,92886,b_cell,5367,5.77805051
sample06821,92886,cd4_t_cell,32781,35.29164783
sample06821,92886,cd8_t_cell,26313,28.32827337
sample06821,92886,monocyte,15923,17.14251879
sample06821,92886,nk_cell,12502,13.45950951
sample06822,100263,b_cell,9771,9.74536968
sample06822,100263,cd4_t_cell,21413,21.35683153
sample06822,100263,cd8_t_cell,26949,26.87831004
sample06822,100263,monocyte,20798,20.74344474
sample06822,100263,nk_cell,21332,21.27604400
sample06823,100995,b_cell,6621,6.55577009
sample06823,100995,cd4_t_cell,22492,22.27040943
sample06823,100995,cd8_t_cell,40596,40.19604931
sample06823,100995,monocyte,10594,10.48962820
sample06823,100995,nk_cell,20692,20.48814298
sample06824,96822,b_cell,5908,6.10191899
sample06824,96822,cd4_t_cell,37142,38.36111628
sample06824,96822,cd8_t_cell,23482,24.25275247
sample06824,96822,monocyte,15235,15.73506021
sample06824,96822,nk_cell,15055,15.54915205
sample06825,93300,b_cell,8532,9.14469453
sample06825,93300,cd4_t_cell,24681,26.45337621
sample06825,93300,cd8_t_cell,25753,27.60235798
sample06825,93300,monocyte,23910,25.62700965
sample06825,93300,nk_cell,10424,11.17256163
sample06826,111591,b_cell,7101,6.36341640
sample06826,111591,cd4_t_cell,34995,31.36005592
sample06826,111591,cd8_t_cell,28396,25.44649658
sample06826,111591,monocyte,19829,17.76935416
sample06826,111591,nk_cell,21270,19.06067694
sample06827,104817,b_cell,12351,11.78339392
sample06827,104817,cd4_t_cell,39279,37.47388305
sample06827,104817,cd8_t_cell,30026,28.64611657
sample06827,104817,monocyte,12858,12.26709408
sample06827,104817,nk_cell,10303,9.82951239
sample06828,89949,b_cell,5989,6.65821743
sample06828,89949,cd4_t_cell,28365,31.53453624
sample06828,89949,cd8_t_cell,22015,24.47498027
sample06828,89949,monocyte,19046,21.17422095
sample06828,89949,nk_cell,14534,16.15804511
sample06829,97939,b_cell,17244,17.60687775
sample06829,97939,cd4_t_cell,25755,26.29698077
sample06829,97939,cd8_t_cell,26912,27.47832835
sample06829,97939,monocyte,15933,16.26828945
sample06829,97939,nk_cell,12095,12.34952368
sample06830,93113,b_cell,7740,8.31248053
sample06830,93113,cd4_t_cell,27941,30.00762514
sample06830,93113,cd8_t_cell,17230,18.50439788
sample06830,93113,monocyte,27218,29.23114925
sample06830,93113,nk_cell,12984,13.94434719
sample06831,103457,b_cell,10404,10.05635191
sample06831,103457,cd4_t_cell,32552,31.46427985
sample06831,103457,cd8_t_cell,28117,27.17747470
sample06831,103457,monocyte,22603,21.84772418
sample06831,103457,nk_cell,9781,9.45416937
sample06832,106086,b_cell,5745,5.41541768
sample06832,106086,cd4_t_cell,35018,33.00906811
sample06832,106086,cd8_t_cell,32873,30.98712365
sample06832,106086,monocyte,21566,20.32878985
sample06832,106086,nk_cell,10884,10.25960070
sample06833,94199,b_cell,5811,6.16885530
sample06833,94199,cd4_t_cell,34722,36.86026391
sample06833,94199,cd8_t_cell,18807,19.96518010
sample06833,94199,monocyte,15149,16.08191170
sample06833,94199,nk_cell,19710,20.92378900
sample06834,97864,b_cell,9699,9.91069239
sample06834,97864,cd4_t_cell,22084,22.56600997
sample06834,97864,cd8_t_cell,31351,32.03527344
sample06834,97864,monocyte,18317,18.71679065
sample06834,97864,nk_cell,16413,16.77123355
sample06835,94306,b_cell,7858,8.33244969
sample06835,94306,cd4_t_cell,28319,30.02884228
sample06835,94306,cd8_t_cell,26271,27.85718830
sample06835,94306,monocyte,16037,17.00528068
sample06835,94306,nk_cell,15821,16.77623905
sample06836,98714,b_cell,9169,9.28844946
sample06836,98714,cd4_t_cell,35730,36.19547379
sample06836,98714,cd8_t_cell,19260,19.51091031
sample06836,98714,monocyte,16470,16.68456349
sample06836,98714,nk_cell,18085,18.32060295
sample06837,99837,b_cell,7906,7.91890782
sample06837,99837,cd4_t_cell,22451,22.48765488
sample06837,99837,cd8_t_cell,33520,33.57472680
sample06837,99837,monocyte,16615,16.64212667
sample06837,99837,nk_cell,19345,19.37658383
sample06838,96707,b_cell,12392,12.81396383
sample06838,96707,cd4_t_cell,26232,27.12523395
sample06838,96707,cd8_t_cell,22152,22.90630461
sample06838,96707,monocyte,25386,26.25042655
sample06838,96707,nk_cell,10545,10.90407106
sample06839,104127,b_cell,14864,14.27487587
sample06839,104127,cd4_t_cell,35258,33.86057411
sample06839,104127,cd8_t_cell,23123,22.20653625
sample06839,104127,monocyte,19422,18.65222277
sample06839,104127,nk_cell,11460,11.00579101
sample06840,106028,b_cell,13236,12.48349493
sample06840,106028,cd4_t_cell,30086,28.37552345
sample06840,106028,cd8_t_cell,30079,28.36892142
sample06840,106028,monocyte,16860,15.90145999
sample06840,106028,nk_cell,15767,14.87060022
sample06841,95421,b_cell,14346,15.03442638
sample06841,95421,cd4_t_cell,31168,32.66366942
sample06841,95421,cd8_t_cell,21301,22.32317834
sample06841,95421,monocyte,15589,16.33707465
sample06841,95421,nk_cell,13017,13.64165121
sample06842,103125,b_cell,14062,13.63587879
sample06842,103125,cd4_t_cell,26541,25.73672727
sample06842,103125,cd8_t_cell,24664,23.91660606
sample06842,103125,monocyte,17535,17.00363636
sample06842,103125,nk_cell,20323,19.70715152
sample06843,105413,b_cell,12666,12.01559580
sample06843,105413,cd4_t_cell,31040,29.44608350
sample06843,105413,cd8_t_cell,33939,32.19621868
sample06843,105413,monocyte,18215,17.27965241
sample06843,105413,nk_cell,9553,9.06244960
sample06844,93724,b_cell,8431,8.99556144
sample06844,93724,cd4_t_cell,22186,23.67163160
sample06844,93724,cd8_t_cell,22207,23.69403781
sample06844,93724,monocyte,24496,26.13631514
sample06844,93724,nk_cell,16404,17.50245401
sample06845,104924,b_cell,10503,10.01010255
sample06845,104924,cd4_t_cell,25755,24.54633830
sample06845,104924,cd8_t_cell,31606,30.12275552
sample06845,104924,monocyte,20661,19.69139568
sample06845,104924,nk_cell,16399,15.62940795
sample06846,107854,b_cell,12785,11.85398780
sample06846,107854,cd4_t_cell,33570,31.12541028
sample06846,107854,cd8_t_cell,25153,23.32134181
sample06846,107854,monocyte,22661,21.01081091
sample06846,107854,nk_cell,13685,12.68844920
sample06847,108623,b_cell,12655,11.65038712
sample06847,108623,cd4_t_cell,28626,26.35353470
sample06847,108623,cd8_t_cell,32327,29.76073207
sample06847,108623,monocyte,18481,17.01389209
sample06847,108623,nk_cell,16534,15.22145402
sample06848,94411,b_cell,11527,12.20938238
sample06848,94411,cd4_t_cell,31520,33.38594020
sample06848,94411,cd8_t_cell,24218,25.65167195
sample06848,94411,monocyte,15051,15.94199828
sample06848,94411,nk_cell,12095,12.81100719
sample06849,105783,b_cell,7780,7.35467892
sample06849,105783,cd4_t_cell,41258,39.00248622
sample06849,105783,cd8_t_cell,33882,32.02972122
sample06849,105783,monocyte,9023,8.52972595
sample06849,105783,nk_cell,13840,13.08338769
sample06850,111432,b_cell,16561,14.86197861
sample06850,111432,cd4_t_cell,29097,26.11188886
sample06850,111432,cd8_t_cell,21387,19.19287099
sample06850,111432,monocyte,15838,14.21315242
sample06850,111432,nk_cell,28549,25.62010912
sample06851,93538,b_cell,12486,13.34858560
sample06851,93538,cd4_t_cell,29913,31.97951635
sample06851,93538,cd8_t_cell,22058,23.58185978
sample06851,93538,monocyte,16964,18.13594475
sample06851,93538,nk_cell,12117,12.95409352
sample06852,90266,b_cell,11143,12.34462588
sample06852,90266,cd4_t_cell,22395,24.81000598
sample06852,90266,cd8_t_cell,22204,24.59840915
sample06852,90266,monocyte,16487,18.26490594
sample06852,90266,nk_cell,18037,19.98205304
sample06853,92229,b_cell,6797,7.36969934
sample06853,92229,cd4_t_cell,29290,31.75790695
sample06853,92229,cd8_t_cell,24589,26.66081168
sample06853,92229,monocyte,18091,19.61530538
sample06853,92229,nk_cell,13462,14.59627666
sample06854,98484,b_cell,14992,15.22277730
sample06854,98484,cd4_t_cell,31671,32.15852321
sample06854,98484,cd8_t_cell,24799,25.18074002
sample06854,98484,monocyte,16220,16.46968035
sample06854,98484,nk_cell,10802,10.96827911
sample06855,106430,b_cell,9352,8.78699615
sample06855,106430,cd4_t_cell,32674,30.69999060
sample06855,106430,cd8_t_cell,28843,27.10044160
sample06855,106430,monocyte,19012,17.86338438
sample06855,106430,nk_cell,16549,15.54918726
sample06856,96117,b_cell,9032,9.39688088
sample06856,96117,cd4_t_cell,24386,25.37116223
sample06856,96117,cd8_t_cell,30654,31.89238116
sample06856,96117,monocyte,18097,18.82809493
sample06856,96117,nk_cell,13948,14.51148080
sample06857,103084,b_cell,3923,3.80563424
sample06857,103084,cd4_t_cell,34821,33.77924799
sample06857,103084,cd8_t_cell,36573,35.47883280
sample06857,103084,monocyte,13727,13.31632455
sample06857,103084,nk_cell,14040,13.61996042
sample06858,94605,b_cell,8066,8.52597643
sample06858,94605,cd4_t_cell,24628,26.03245072
sample06858,94605,cd8_t_cell,25879,27.35479097
sample06858,94605,monocyte,19921,21.05702658
sample06858,94605,nk_cell,16111,17.02975530
sample06859,101741,b_cell,9374,9.21359137
sample06859,101741,cd4_t_cell,32976,32.41171209
sample06859,101741,cd8_t_cell,22455,22.07074827
sample06859,101741,monocyte,19458,19.12503317
sample06859,101741,nk_cell,17478,17.17891509
sample06860,106807,b_cell,8423,7.88618723
sample06860,106807,cd4_t_cell,29360,27.48883500
sample06860,106807,cd8_t_cell,26065,24.40383121
sample06860,106807,monocyte,31656,29.63850684
sample06860,106807,nk_cell,11303,10.58263971
sample06861,111539,b_cell,11638,10.43401859
sample06861,111539,cd4_t_cell,37773,33.86528479
sample06861,111539,cd8_t_cell,23995,21.51265477
sample06861,111539,monocyte,26573,23.82395395
sample06861,111539,nk_cell,11560,10.36408790
sample06862,98741,b_cell,13962,14.14002289
sample06862,98741,cd4_t_cell,27426,27.77569601
sample06862,98741,cd8_t_cell,27991,28.34790006
sample06862,98741,monocyte,20871,21.13711629
sample06862,98741,nk_cell,8491,8.59926474
sample06863,94682,b_cell,10632,11.22916711
sample06863,94682,cd4_t_cell,24136,25.49164572
sample06863,94682,cd8_t_cell,30495,32.20781141
sample06863,94682,monocyte,14727,15.55417080
sample06863,94682,nk_cell,14692,15.51720496
sample06864,104159,b_cell,13099,12.57596559
sample06864,104159,cd4_t_cell,34656,33.27220883
sample06864,104159,cd8_t_cell,24372,23.39884215
sample06864,104159,monocyte,19508,18.72905846
sample06864,104159,nk_cell,12524,12.02392496
sample06865,112221,b_cell,11844,10.55417435
sample06865,112221,cd4_t_cell,34476,30.72152271
sample06865,112221,cd8_t_cell,23986,21.37389615
sample06865,112221,monocyte,21423,19.09000989
sample06865,112221,nk_cell,20492,18.26039690
sample06866,92893,b_cell,9231,9.93723962
sample06866,92893,cd4_t_cell,26804,28.85470380
sample06866,92893,cd8_t_cell,21385,23.02111031
sample06866,92893,monocyte,17882,19.25010496
sample06866,92893,nk_cell,17591,18.93684131
sample06867,90698,b_cell,6243,6.88328298
sample06867,90698,cd4_t_cell,23773,26.21116232
sample06867,90698,cd8_t_cell,19477,21.47456394
sample06867,90698,monocyte,20899,23.04240446
sample06867,90698,nk_cell,20306,22.38858630
sample06868,108606,b_cell,17568,16.17590188
sample06868,108606,cd4_t_cell,24285,22.36064306
sample06868,108606,cd8_t_cell,24698,22.74091671
sample06868,108606,monocyte,24533,22.58899140
sample06868,108606,nk_cell,17522,16.13354695
sample06869,104173,b_cell,17840,17.12535878
sample06869,104173,cd4_t_cell,30056,28.85200580
sample06869,104173,cd8_t_cell,20488,19.66728423
sample06869,104173,monocyte,22425,21.52669118
sample06869,104173,nk_cell,13364,12.82866002
sample06870,101263,b_cell,8361,8.25671766
sample06870,101263,cd4_t_cell,33440,33.02292051
sample06870,101263,cd8_t_cell,25200,24.88569369
sample06870,101263,monocyte,23203,22.91360122
sample06870,101263,nk_cell,11059,10.92106692
sample06871,107538,b_cell,15505,14.41815916
sample06871,107538,cd4_t_cell,33385,31.04483996
sample06871,107538,cd8_t_cell,26284,24.44159274
sample06871,107538,monocyte,13547,12.59740743
sample06871,107538,nk_cell,18817,17.49800071
sample06872,103508,b_cell,10080,9.73837771
sample06872,103508,cd4_t_cell,28173,27.21818603
sample06872,103508,cd8_t_cell,27775,26.83367469
sample06872,103508,monocyte,17516,16.92236349
sample06872,103508,nk_cell,19964,19.28739808
sample06873,106336,b_cell,7579,7.12740746
sample06873,106336,cd4_t_cell,37196,34.97968703
sample06873,106336,cd8_t_cell,23231,21.84678754
sample06873,106336,monocyte,28005,26.33633012
sample06873,106336,nk_cell,10325,9.70978784
sample06874,109137,b_cell,12538,11.48831285
sample06874,109137,cd4_t_cell,35446,32.47844452
sample06874,109137,cd8_t_cell,24587,22.52856501
